,謙跡囀萄,謙跡貲,陳瞼,偃檣 牖衙熱,諼措檣 牖衙熱,晦婦 牖衙熱
54,A108230,體臢,20210611,69221,-142482,66163
55,A108230,體臢,20210610,-6154,-70701,69847
56,A108230,體臢,20210609,10745,-50580,33301
57,A108230,體臢,20210608,-12931,-22374,28798
58,A108230,體臢,20210607,-58318,6496,22370
59,A108230,體臢,20210604,37474,-86319,19186
60,A108230,體臢,20210603,49011,-105781,26818
61,A108230,體臢,20210602,57166,-115419,28471
62,A108230,體臢,20210601,25042,-93159,35940
63,A108230,體臢,20210531,48051,-120187,38837
64,A108230,體臢,20210528,47498,-126777,42933
65,A108230,體臢,20210527,44711,-113532,40377
66,A108230,體臢,20210526,49221,-107636,39806
67,A108230,體臢,20210525,57297,-107247,41210
68,A108230,體臢,20210524,55492,-83834,30141
69,A108230,體臢,20210521,14932,-43588,31446
70,A108230,體臢,20210520,30668,-57974,30161
71,A108230,體臢,20210518,32399,-61873,28387
72,A108230,體臢,20210517,45914,-59896,13622
73,A108230,體臢,20210514,74819,-87269,12312
74,A108230,體臢,20210513,91887,-97378,5367
75,A108230,體臢,20210512,77705,-77064,1620
76,A108230,體臢,20210511,45710,-42965,1396
77,A108230,體臢,20210510,-11509,9272,7006
78,A108230,體臢,20210507,28682,-20491,-3934
79,A108230,體臢,20210506,-6250,17271,-6044
80,A108230,體臢,20210504,-18586,33345,-10665
81,A108230,體臢,20210503,-39443,67117,-23290
82,A108230,體臢,20210430,-78348,115079,-31794
83,A108230,體臢,20210429,-79494,121367,-36428
84,A108230,體臢,20210428,-70931,115383,-38799
85,A108230,體臢,20210427,-128291,175672,-41860
86,A108230,體臢,20210426,-160378,213794,-47648
87,A108230,體臢,20210423,-168123,219869,-46250
88,A108230,體臢,20210422,-163318,217452,-48608
89,A108230,體臢,20210421,-148356,202253,-49576
90,A108230,體臢,20210420,-194918,238503,-39156
91,A108230,體臢,20210419,-229423,264609,-30372
92,A108230,體臢,20210416,-211590,247865,-25386
93,A108230,體臢,20210415,-135773,165189,-20752
94,A108230,體臢,20210414,-159490,178477,-8668
95,A108230,體臢,20210413,-134003,160460,-16016
96,A108230,體臢,20210412,-136265,167869,-21285
97,A108230,體臢,20210409,-94226,121807,-15053
98,A108230,體臢,20210408,-32476,55943,-10644
99,A108230,體臢,20210407,-10147,39225,-16247
100,A108230,體臢,20210406,-9639,40945,-19974
101,A108230,體臢,20210405,-19519,51957,-21056
102,A108230,體臢,20210402,-22380,46511,-12675
103,A108230,體臢,20210401,12231,5294,-5569
104,A108230,體臢,20210331,14802,-129,-4417
105,A108230,體臢,20210330,-6242,15769,959
106,A108230,體臢,20210329,10481,4866,-4391
107,A108230,體臢,20210326,-6752,17539,-2050
108,A108230,體臢,20210325,-18419,25189,2306
109,A108230,體臢,20210324,17140,-10261,4208
110,A108230,體臢,20210323,4090,3494,2996
111,A108230,體臢,20210322,-1477,7206,1726
112,A108230,體臢,20210319,-9403,20395,-3012
113,A108230,體臢,20210318,-64086,55082,6205
114,A108230,體臢,20210317,-60502,56064,3336
115,A108230,體臢,20210316,-48402,55348,8555
116,A108230,體臢,20210315,-4779,16034,1312
117,A108230,體臢,20210312,-7377,19495,904
118,A108230,體臢,20210311,-5161,17450,328
